appid,name,estimated_owners,price,dlc_count,windows,mac,linux,metacritic_score,user_score,achievements,recommendations,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks,developers,publishers,genres,tags,single_player,release_year,players,popular_tags,recent_sentiment,recent_review_number,recent_positive_percentage,all_sentiment,all_review_number,all_positive_percentage,global_sales
49520,Borderlands 2,15000000.0,19.99,48,True,True,True,89,0,75,180366,3019,236,832,194,"Gearbox Software,Aspyr (Mac),Aspyr (Linux)","2K,Aspyr (Mac),Aspyr (Linux)","Action,RPG","Loot,Shooter,Action,Multiplayer,Co-op,Looter Shooter,FPS,RPG,First-Person,Funny,Comedy,Open World,Combat,Online Co-Op,Adventure,Action RPG,Dark Humor,Memes,Singleplayer,Sci-fi",True,2012,single/multi,"FPS,Co-op,Loot,RPG,Action,Shooter,Open World,Funny,Multiplayer,Comedy,Online Co-Op,Adventure,Action RPG,Dark Humor,Memes,Sci-fi,Singleplayer,Futuristic,Stylized,Atmospheric",Very Positive,2190.0,88.0,,,,6.859999999999999
17480,Command & Conquer: Red Alert 3,1500000.0,19.99,0,True,False,False,82,0,0,9962,1287,8720,321,8782,EA Los Angeles,Electronic Arts,Strategy,"Strategy,RTS,Base-Building,Multiplayer,Co-op,Alternate History,Singleplayer,Sci-fi,Real-Time,Co-op Campaign,War,Online Co-Op,Action,Classic,Comedy,Great Soundtrack,FMV,Atmospheric,Story Rich,Nudity",True,2009,single,"Strategy,RTS,Base Building,Multiplayer,Co-op,Alternate History,Sci-fi,Real-Time,Co-op Campaign,Singleplayer,War,Online Co-Op,Action,Comedy,Classic,Great Soundtrack,Masterpiece,FMV,Atmospheric,Free to Play",Mostly Positive,41.0,78.0,Very Positive,4675.0,83.0,1.12
200510,XCOM: Enemy Unknown,3500000.0,7.49,3,True,False,True,89,0,85,33725,2019,0,904,0,"Firaxis Games,Feral Interactive (Linux)","2K,Feral Interactive (Linux)",Strategy,"Turn-Based Strategy,Tactical,Strategy,Sci-fi,Turn-Based,Aliens,Singleplayer,Base-Building,Turn-Based Tactics,Unforgiving,Replay Value,Addictive,Perma Death,Character Customization,Multiplayer,Difficult,RPG,Action,Atmospheric,Futuristic",True,2012,single/multi,"Turn-Based Strategy,Tactical,Strategy,Sci-fi,Turn-Based,Aliens,Singleplayer,Base Building,Turn-Based Tactics,Unforgiving,Replay Value,Addictive,Multiplayer,Perma Death,RPG,Action,Character Customization,Difficult,Masterpiece,Atmospheric",Mostly Positive,98.0,78.0,Very Positive,25634.0,94.0,1.93
250320,The Wolf Among Us,1500000.0,14.99,0,True,False,False,85,0,35,23181,506,0,506,0,Telltale,Telltale,"Action,Adventure,Casual","Adventure,Detective,Story Rich,Episodic,Point & Click,Noir,Mature,Choose Your Own Adventure,Comic Book,Singleplayer,Atmospheric,Mystery,Cinematic,Dark,Well-Written,Fantasy,Quick-Time Events,Choices Matter,Great Soundtrack,Nudity",True,2013,single,"Adventure,Detective,Story Rich,Episodic,Point & Click,Noir,Mature,Comic Book,Singleplayer,Atmospheric,Choose Your Own Adventure,Mystery,Dark,Cinematic,Masterpiece,Fantasy,Quick-Time Events,Great Soundtrack,Nudity,Cartoony",Very Positive,44.0,97.0,Overwhelmingly Positive,17445.0,97.0,0.46
259190,Alone in the Dark: The New Nightmare,35000.0,6.99,0,True,False,False,66,0,0,340,0,0,0,0,"Darkworks,Spiral House",THQ Nordic,"Action,Adventure","Adventure,Horror,Action,Survival Horror,Classic,Puzzle,Female Protagonist,Lovecraftian",True,2013,single,"Adventure,Action,Horror,Survival Horror,Classic,Lovecraftian",,,,Mixed,202.0,61.0,0.32
224460,Contrast,350000.0,9.99,1,True,False,False,62,0,22,3999,164,0,176,0,Compulsion Games,Focus Home Interactive,"Adventure,Indie","Indie,Female Protagonist,Adventure,Noir,Puzzle,Platformer,Atmospheric,Singleplayer,Great Soundtrack,Third Person,Short,Story Rich,Mystery,Puzzle-Platformer,Detective,3D Platformer,Casual,Fantasy,3D Vision,Cartoony",True,2013,single,"Female Protagonist,Noir,Puzzle,Indie,Platformer,Adventure,Atmospheric,Singleplayer,Great Soundtrack,Third Person,Short,Story Rich,Detective,Mystery,Puzzle-Platformer,3D Platformer,Masterpiece,Casual,Fantasy,3D Vision",Very Positive,12.0,91.0,Very Positive,3434.0,90.0,0.01
282070,This War of Mine,3500000.0,19.99,7,True,True,True,83,0,55,73633,793,184,311,281,11 bit studios,11 bit studios,"Adventure,Indie,Simulation","Survival,War,Atmospheric,Singleplayer,Strategy,Simulation,Choices Matter,Crafting,Base-Building,Resource Management,Story Rich,Indie,Management,Post-apocalyptic,Emotional,Realistic,Drama,Psychological,2.5D,Stealth",True,2014,single,"Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Indie,Stealth,Adventure,Post-apocalyptic,2D,Side Scroller,Difficult,Point & Click,Open World,2.5D,Platformer,Rogue-like",Very Positive,314.0,86.0,Very Positive,42445.0,94.0,0.03
49300,Commander: Conquest of the Americas,75000.0,9.99,2,True,False,False,68,0,50,127,708,0,1405,0,Nitro Games,Nitro Games,Strategy,"Strategy,Naval Combat,Naval,Pirates",True,2010,single,"Strategy,Naval,Pirates",,,,Mixed,106.0,43.0,0.03
8100,Conflict: Denied Ops,150000.0,5.99,0,True,False,False,58,0,0,301,271,0,271,0,Pivotal Games,Square Enix,Action,"Action,FPS,Singleplayer,Co-op",True,2008,single,"Action,FPS,Singleplayer,Co-op",,,,Mixed,167.0,44.0,0.39
394360,Hearts of Iron IV,3500000.0,39.99,18,True,True,True,83,0,152,138424,12245,764,3917,454,Paradox Development Studio,Paradox Interactive,"Simulation,Strategy","Strategy,World War II,Grand Strategy,War,Historical,Military,Alternate History,Multiplayer,Simulation,Tactical,Real-Time with Pause,RTS,Singleplayer,Diplomacy,Sandbox,Co-op,Great Soundtrack,Open World,Action,Casual",True,2016,single/multi,"Strategy,World War II,Grand Strategy,Historical,War,Military,Alternate History,Multiplayer,Real-Time with Pause,Simulation,Tactical,Singleplayer,RTS,Diplomacy,Sandbox,Co-op,Great Soundtrack,Open World,Action,Casual",Very Positive,898.0,84.0,Very Positive,30585.0,86.0,0.08
203750,Binary Domain,750000.0,14.99,2,True,False,False,68,0,49,2459,192,0,157,0,Devil's Details,SEGA,Action,"Action,Third-Person Shooter,Sci-fi,Cyberpunk,Robots,Shooter,Story Rich,Third Person,Transhumanism,Singleplayer,Futuristic,Adventure,Co-op,Multiplayer,Dystopian,Controller,Atmospheric,Voice Control,RPG,Great Soundtrack",True,2012,single/multi,"Action,Third-Person Shooter,Sci-fi,Cyberpunk,Robots,Story Rich,Shooter,Third Person,Transhumanism,Singleplayer,Futuristic,Adventure,Co-op,Multiplayer,Masterpiece,Dystopian,Controller,Atmospheric,RPG,Voice Control",Mostly Positive,10.0,70.0,Very Positive,1643.0,84.0,0.52
58560,Runaway: A Twist of Fate,150000.0,4.99,0,True,False,False,79,0,0,299,0,0,0,0,Pendulo Studios,Focus Entertainment,Adventure,"Adventure,Point & Click,Puzzle,Story Rich,Singleplayer,2D,Remake,Comedy,Retro,Escape Room",True,2011,single,"Adventure,Point & Click,Mystery,Puzzle,Comedy,Singleplayer,Funny",,,,Very Positive,198.0,84.0,0.08
73190,Pride of Nations,75000.0,19.99,4,True,False,False,70,0,0,0,305,0,305,0,Ageod,Slitherine Ltd.,"Simulation,Strategy","Strategy,Simulation,Grand Strategy,Historical,Turn-Based,Turn-Based Strategy,Multiplayer,Singleplayer,Replay Value",True,2011,single/multi,"Strategy,Simulation,Grand Strategy,Historical,Turn-Based,Turn-Based Strategy,Multiplayer,Singleplayer,Replay Value",,,,Mixed,68.0,42.0,0.01
253750,Ikaruga,10000.0,9.99,0,True,False,False,84,0,25,1787,141,0,110,0,Treasure,Treasure,"Action,Indie","Shoot 'Em Up,Bullet Hell,Arcade,Classic,Action,Great Soundtrack,Shooter,Sci-fi,Difficult,Indie,Addictive,Local Co-Op,2D,Singleplayer,Retro,Space,Co-op,Controller,Local Multiplayer,Puzzle",True,2014,single/multi,"Shoot 'Em Up,Bullet Hell,Arcade,Classic,Action,Great Soundtrack,Masterpiece,Shooter,Sci-fi,Difficult,Indie,Addictive,Local Co-Op,2D,Singleplayer,Retro,Co-op,Controller,Local Multiplayer,Space",,,,Overwhelmingly Positive,1362.0,95.0,0.09
539270,Mahjong,150000.0,9.99,0,True,False,False,0,0,10,230,0,0,0,0,Sanuk Games,Nacon,Casual,"Casual,Puzzle",True,2017,single,Casual,,,,Mostly Positive,43.0,74.0,2.14
312780,Way of the Samurai 4,350000.0,24.99,8,True,False,False,72,0,50,1475,1863,0,2100,0,ACQUIRE Corp.,"Spike Chunsoft Co., Ltd.","Action,Adventure","Action,JRPG,Choose Your Own Adventure,Historical,Action RPG,Open World,Hack and Slash,Multiple Endings,Character Customization,Sandbox,Exploration,RPG,Female Protagonist,Third Person,3D,Funny,Swordplay,Romance,Story Rich,Choices Matter",True,2015,single,"Swordplay,Character Customization,Action,Multiple Endings,Choices Matter,RPG,Adventure,Open World,Singleplayer,Sandbox,Hack and Slash,Action RPG,Third Person,JRPG,Historical,Replay Value,Anime,Funny,Comedy,Female Protagonist",,,,Mostly Positive,1086.0,78.0,0.2
6840,Commandos 3: Destination Berlin,750000.0,4.99,0,True,False,False,72,0,0,810,71,0,95,0,Pyro Studios,Kalypso Media Digital,Action,"Strategy,Action,Tactical,Stealth,World War II,RTS,Military,Real Time Tactics,Co-op,War",True,2007,single/multi,"Strategy,Action,Tactical,Stealth,World War II,RTS,Military,Co-op,Real Time Tactics,War",,,,Mixed,588.0,60.0,0.02
377160,Fallout 4,7500000.0,19.99,9,True,False,False,84,0,84,178849,6780,1534,2163,890,Bethesda Game Studios,Bethesda Softworks,RPG,"Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual",True,2015,single,"Open World,Post-apocalyptic,Exploration,Singleplayer,RPG,Atmospheric,Adventure,Shooter,First-Person,Story Rich,Action,Sci-fi,FPS,Action RPG,Sandbox,Great Soundtrack,Third Person,Survival,Third-Person Shooter,Casual",Mostly Positive,706.0,70.0,Mostly Positive,90387.0,70.0,13.13
228200,Company of Heroes,1500000.0,19.99,0,True,False,False,93,0,0,7981,1457,0,406,0,Relic Entertainment,SEGA,"Action,Strategy","Strategy,World War II,RTS,War,Action,Multiplayer,Singleplayer,Tactical,Violent,Military,Historical,Base-Building,Classic,Co-op,Real Time Tactics,Mod,Moddable,Story Rich,Mature,Great Soundtrack",True,2006,single/multi,"Strategy,World War II,RTS,Action,War,Multiplayer,Violent,Singleplayer,Tactical,Historical,Military,Classic,Co-op,Base Building",Very Positive,49.0,89.0,Very Positive,1585.0,88.0,0.05
834530,Yakuza Kiwami,750000.0,19.99,0,True,False,False,80,0,55,9279,1653,621,1361,621,SEGA,SEGA,"Action,Adventure,RPG","Action,Adventure,Story Rich,RPG,Beat 'em up,Open World,Singleplayer,Crime,Great Soundtrack,Violent,Minigames,Sexual Content,Drama,Comedy,Third Person,Remake,Atmospheric,Funny,JRPG,Anime",True,2019,single/multi,"Action,Story Rich,Beat 'em up,Adventure,RPG,Singleplayer,Open World,Crime,Violent,Great Soundtrack,Sexual Content,Minigames,Drama,Comedy,Atmospheric,Third Person,Anime,Remake,Funny,JRPG",Very Positive,90.0,93.0,Very Positive,1392.0,92.0,0.28
345480,Lumo,10000.0,14.99,0,True,True,True,77,0,45,0,0,0,0,0,Triple Eh? Ltd,Triple Eh? Ltd,"Adventure,Indie","Indie,Adventure,Retro,Puzzle-Platformer,Isometric,Action-Adventure",True,2016,single,"Indie,Adventure,Retro,Puzzle-Platformer,Isometric,Action-Adventure",,,,Mostly Positive,55.0,72.0,0.04
386770,Caladrius Blaze,10000.0,3.99,0,True,False,False,0,0,50,239,1,0,1,0,"Moss Co., Ltd.","H2 Interactive Co., Ltd.",Action,"Action,Shoot 'Em Up,Bullet Hell,Anime,Nudity,Arcade,Sexual Content,Shooter,Female Protagonist",True,2017,single/multi,"Action,Shoot 'Em Up,Sexual Content,Bullet Hell,Anime,Nudity,Arcade",,,,Mostly Positive,124.0,79.0,0.01
277450,Imperial Glory,150000.0,4.99,0,True,False,False,69,0,0,964,1787,0,807,0,Pyro Studios,Kalypso Media Digital,Strategy,"Strategy,RTS,Historical,Turn-Based Strategy,Multiplayer,War,Singleplayer,Classic",True,2014,single/multi,"Strategy,RTS,Historical,Turn-Based Strategy,Multiplayer,Singleplayer,Classic,War,Masterpiece",,,,Mostly Positive,684.0,77.0,0.04
351970,Tales of Zestiria,750000.0,7.49,8,True,False,False,77,0,56,6279,1968,0,1959,0,BANDAI NAMCO Studio Inc.,BANDAI NAMCO Entertainment,RPG,"JRPG,Anime,RPG,Fantasy,Story Rich,Open World,Action RPG,Adventure,Great Soundtrack,Singleplayer,Action,Co-op,Multiplayer,Action-Adventure,Local Co-Op,Atmospheric,Cute,Hack and Slash,Third Person,Character Customization",True,2015,single/multi,"JRPG,Anime,RPG,Fantasy,Story Rich,Open World,Action RPG,Adventure,Great Soundtrack,Singleplayer,Action,Multiplayer,Co-op,Action-Adventure,Local Co-Op,Atmospheric,Cute,Hack and Slash,Third Person,Female Protagonist",Mostly Positive,21.0,76.0,Very Positive,4914.0,84.0,0.99
3560,Bejeweled Twist,75000.0,4.99,0,True,False,False,78,0,0,330,0,0,0,0,"PopCap Games, Inc.","PopCap Games, Inc.,Electronic Arts","Casual,Strategy","Casual,Strategy,Match 3,Puzzle",True,2008,single,"Casual,Strategy,Match 3,Puzzle",,,,Very Positive,115.0,81.0,0.15
322130,Disney Princess: Enchanted Journey,35000.0,19.99,0,True,False,False,0,0,0,149,0,0,0,0,Papaya Studio,Disney,Adventure,"Adventure,Female Protagonist,Action,Family Friendly,Great Soundtrack,Character Customization,Psychedelic",True,2014,single/multi,"Adventure,Female Protagonist,Action,Family Friendly,Masterpiece,Illuminati,Dark,Cold War,Great Soundtrack",,,,Mostly Positive,11.0,72.0,1.58
24870,Need for Speed: Shift,350000.0,0.0,0,True,False,False,83,0,0,2409,618,9,494,9,Slightly Mad Studios,Electronic Arts,Racing,"Racing,Automobile Sim,Simulation,Driving,Multiplayer,Controller,Open World,Arcade,Singleplayer,Action,First-Person,Realistic",True,2009,single/multi,"Racing,Simulation,Driving,Multiplayer,Arcade,Open World,Action,Controller,Singleplayer",Mixed,12.0,66.0,Mostly Positive,1364.0,72.0,5.359999999999999
26800,Braid,1500000.0,14.99,0,True,True,True,90,0,12,5803,250,0,74,0,Number None,Number None,"Casual,Indie,Strategy","Puzzle-Platformer,Puzzle,2D Platformer,Platformer,Indie,Time Manipulation,2D,Singleplayer,Great Soundtrack,Difficult,Time Travel,Casual,Atmospheric,Classic,Strategy,Story Rich,Beautiful,Side Scroller,Adventure,Controller",True,2009,single,"Puzzle,Platformer,Indie,Time Manipulation,2D,Puzzle-Platformer,Singleplayer,Great Soundtrack,Difficult,Masterpiece,Time Travel,Casual,Atmospheric,Classic,Strategy,Story Rich,Beautiful,Side Scroller,Adventure,Controller",Very Positive,21.0,85.0,Very Positive,4374.0,94.0,0.03
243930,Bound By Flame,350000.0,6.99,0,True,False,True,56,0,41,2511,2396,0,562,0,Spiders,Focus Entertainment,"Action,RPG","RPG,Action,Fantasy,Singleplayer,Adventure,Hack and Slash,Third Person,Action RPG,Dark Fantasy,Story Rich,Demons,Great Soundtrack,Difficult,Atmospheric,Character Customization,Female Protagonist,Open World,Souls-like,Choices Matter,Magic",True,2014,single,"RPG,Action,Fantasy,Singleplayer,Adventure,Hack and Slash,Third Person,Action RPG,Story Rich,Dark Fantasy,Demons,Atmospheric,Great Soundtrack,Difficult,Masterpiece,Character Customization,Female Protagonist,Open World,Souls-like,Choices Matter",Very Positive,11.0,81.0,Mixed,2046.0,64.0,0.22
220,Half-Life 2,15000000.0,9.99,1,True,True,True,96,0,33,110892,606,185,311,315,Valve,Valve,Action,"FPS,Action,Sci-fi,Classic,Singleplayer,Story Rich,Shooter,First-Person,Adventure,Dystopian,Atmospheric,Zombies,Silent Protagonist,Physics,Aliens,Great Soundtrack,Horror,Puzzle,Multiplayer,Moddable",True,2004,single,"FPS,Action,Sci-fi,Classic,Singleplayer,Masterpiece,Story Rich,Shooter,First-Person,Adventure,Dystopian,Atmospheric,Zombies,Silent Protagonist,Aliens,Physics,Great Soundtrack,Puzzle,Multiplayer,Horror",Overwhelmingly Positive,485.0,96.0,Overwhelmingly Positive,51065.0,96.0,3.59
25850,Elven Legacy,75000.0,0.99,0,True,False,False,71,0,0,104,9,0,9,0,1C:InoCo,Fulqrum Publishing,"RPG,Strategy","Strategy,RPG,Turn-Based Strategy,Turn-Based,Fantasy",True,2009,single/multi,"Strategy,RPG,Turn-Based Strategy,Fantasy",,,,Mostly Positive,77.0,74.0,0.02
460790,Bayonetta,1500000.0,19.99,0,True,False,False,90,0,50,18116,902,291,219,291,PlatinumGames,SEGA,"Action,Adventure","Action,Female Protagonist,Hack and Slash,Sexual Content,Nudity,Singleplayer,Spectacle fighter,Mature,Great Soundtrack,Character Action Game,Adventure,Fast-Paced,Third Person,Fantasy,Beat 'em up,Comedy,Gore,Anime,Classic,Atmospheric",True,2017,single,"Action,Female Protagonist,Hack and Slash,Sexual Content,Nudity,Singleplayer,Spectacle fighter,Great Soundtrack,Mature,Character Action Game,Fantasy,Adventure,Fast-Paced,Third Person,Beat 'em up,Comedy,Anime,Classic,Gore,Atmospheric",Very Positive,134.0,88.0,Very Positive,8597.0,91.0,2.14
4530,Full Spectrum Warrior: Ten Hammers,150000.0,9.99,0,True,False,False,70,0,0,154,2,0,2,0,Pandemic Studios,THQ Nordic,"Action,Strategy","Strategy,Action,Tactical,Military",True,2007,single/multi,"Strategy,Action,Military,Tactical",,,,Mixed,102.0,64.0,0.17
421050,Deponia Doomsday,350000.0,1.99,0,True,True,True,76,0,36,2226,183,0,212,0,Daedalic Entertainment,Daedalic Entertainment,"Adventure,Indie","Adventure,Point & Click,Comedy,Indie,Singleplayer,Story Rich,Time Travel,Puzzle,Funny,2D,Great Soundtrack,Steampunk,Hand-drawn,Dark Humor,Escape Room,Classic,Cult Classic,Retro,1990's,Remake",True,2016,single,"Adventure,Point & Click,Comedy,Singleplayer,Time Travel,Story Rich,Indie,Funny,Puzzle,Steampunk,Hand-drawn,Dark Humor,Great Soundtrack,Masterpiece,2D",Mostly Positive,18.0,72.0,Very Positive,1373.0,86.0,0.01
6850,Hitman 2: Silent Assassin,1500000.0,8.99,0,True,False,False,87,0,0,2082,198,18,39,18,Io-Interactive A/S,Io-Interactive A/S,Action,"Stealth,Action,Third Person,Assassin,Singleplayer,Classic,Shooter,Sandbox,Great Soundtrack,Old School,Difficult,Adventure,Gore,First-Person,FPS,Crime,Atmospheric,Tactical,Story Rich,Third-Person Shooter",True,2007,single,"Stealth,Action,Third Person,Singleplayer,Assassin,Classic,Shooter,Sandbox,Great Soundtrack,Old School,Difficult,FPS,Adventure,Masterpiece,Gore,First-Person,Crime,Atmospheric,Tactical,Story Rich",Mixed,20.0,65.0,Very Positive,1188.0,83.0,5.47
9420,Supreme Commander: Forged Alliance,1500000.0,12.99,0,True,False,False,81,0,0,7194,1331,232,598,266,Gas Powered Games,Square Enix,Strategy,"Strategy,RTS,Sci-fi,Multiplayer,Singleplayer,Grand Strategy,Base-Building,Co-op,Moddable,Real-Time with Pause,Robots,Competitive,Real-Time,Action,Online Co-Op,Classic,Great Soundtrack,Space,War,Adventure",True,2011,single/multi,"Strategy,RTS,Sci-fi,Multiplayer,Singleplayer,Grand Strategy,Masterpiece,Base Building,Co-op,Moddable,Real-Time with Pause,Robots,Competitive,Real-Time,Action,Online Co-Op,Classic,Space,Great Soundtrack,Adventure",Very Positive,34.0,100.0,Overwhelmingly Positive,3141.0,96.0,0.04
403640,Dishonored 2,3500000.0,29.99,0,True,False,False,86,0,50,30008,994,26,624,30,Arkane Studios,Bethesda Softworks,Action,"Stealth,First-Person,Action,Assassin,Singleplayer,Steampunk,Atmospheric,Story Rich,Female Protagonist,Magic,Parkour,Supernatural,Open World,Adventure,Exploration,Great Soundtrack,Gore,Immersive Sim,Heist,Dystopian",True,2016,single,"Stealth,First-Person,Action,Assassin,Singleplayer,Steampunk,Atmospheric,Story Rich,Female Protagonist,Magic,Parkour,Supernatural,Adventure,Open World,Great Soundtrack,Exploration,Gore,Heist,Dystopian,Immersive Sim",Very Positive,111.0,90.0,Very Positive,14274.0,80.0,1.7400000000000002
527280,Nights of Azure,35000.0,29.99,0,True,False,False,0,0,49,578,215,0,215,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",RPG,"Anime,RPG,JRPG,Female Protagonist,Action,Hack and Slash,Sexual Content,Nudity,Great Soundtrack,Singleplayer,LGBTQ+,Story Rich,Mature,Adventure",True,2017,single,"Anime,RPG,JRPG,Female Protagonist,Action,Hack and Slash,Sexual Content,Nudity,Great Soundtrack,Singleplayer,Mature",,,,Mixed,481.0,68.0,0.07
73060,Defenders of Ardania,35000.0,0.0,0,True,False,False,58,0,12,0,45,0,56,0,Most Wanted Entertainment,Paradox Interactive,Strategy,"Tower Defense,Strategy,Fantasy",True,2012,single/multi,"Tower Defense,Strategy,Fantasy",,,,Mostly Negative,45.0,22.0,0.01
41900,The Bard's Tale,350000.0,19.99,0,True,True,True,70,0,51,739,290,0,196,0,inXile Entertainment,inXile Entertainment,"Action,Adventure,RPG","RPG,Adventure,Comedy,Action,Fantasy,Funny,Parody,Action RPG,Singleplayer,Classic,Hack and Slash,Medieval,Isometric",True,2009,single,"RPG,Adventure,Comedy,Action,Fantasy,Funny,Parody,Action RPG,Singleplayer,Classic,Hack and Slash,Masterpiece",,,,Mostly Positive,536.0,79.0,0.31
6860,Hitman: Blood Money,1500000.0,9.99,0,True,False,False,82,0,0,8639,556,0,125,0,Io-Interactive A/S,Io-Interactive A/S,Action,"Stealth,Action,Assassin,Singleplayer,Third Person,Classic,Great Soundtrack,Third-Person Shooter,Cult Classic,Sandbox,Puzzle,Crime,Replay Value,Shooter,Atmospheric,Difficult,Strategy,First-Person,Dark,Simulation",True,2007,single,"Stealth,Action,Singleplayer,Assassin,Third Person,Classic,Masterpiece,Great Soundtrack,Third-Person Shooter,Cult Classic,Sandbox,Puzzle,Replay Value,Crime,Shooter,Atmospheric,Difficult,First-Person,Strategy,Dark",Very Positive,83.0,91.0,Very Positive,5331.0,93.0,1.2
298020,Escape The Museum,35000.0,4.99,0,True,False,False,0,0,0,0,0,0,0,0,Gogii Games,Strategy First,Adventure,"Adventure,Hidden Object,Point & Click,Casual",True,2014,single,"Adventure,Hidden Object,Point & Click",,,,Mixed,35.0,40.0,0.29
778080,40 Winks,10000.0,12.99,0,True,False,False,0,0,0,0,0,0,0,0,Eurocom,"Piko Interactive LLC,Bleem!","Action,Adventure","Action,Adventure,Classic,3D Platformer,1990's",True,2018,single,"Action,Adventure,3D Platformer",,,,,,,0.31
304500,Rooms: The Main Building,35000.0,9.99,0,True,True,False,0,0,0,0,101,0,110,0,HandMade Game,Zero Rock Entertainment,"Casual,Indie","Casual,Indie,Puzzle",True,2014,single,"Casual,Indie,Puzzle",,,,Positive,44.0,84.0,0.5800000000000001
8140,Tomb Raider: Underworld,750000.0,8.99,0,True,False,False,80,0,0,4315,279,0,61,0,Crystal Dynamics,Square Enix,"Action,Adventure","Adventure,Action,Female Protagonist,Third Person,Puzzle,Singleplayer,Platformer,Action-Adventure,Exploration,Shooter,Parkour,Third-Person Shooter,Atmospheric,Underwater,Classic,3D Platformer,3D Vision,Open World,Multiplayer,Story Rich",True,2008,single,"Adventure,Action,Female Protagonist,Third Person,Lara Croft,Puzzle,Singleplayer,Platformer,Action-Adventure,Shooter,Exploration,Third-Person Shooter,Parkour,Atmospheric,3D Vision,Underwater,Masterpiece,Classic,3D Platformer,Open World",Mostly Positive,35.0,74.0,Mostly Positive,2078.0,74.0,3.23
3700,Sniper Elite,750000.0,7.99,0,True,False,False,76,0,0,2333,356,112,87,112,Rebellion,Rebellion,Action,"Action,Sniper,Stealth,World War II,Third-Person Shooter,Singleplayer,Shooter,Multiplayer,Third Person,War,FPS,Classic,Co-op,Tactical,Controller,Simulation,First-Person,Open World",True,2009,single,"Sniper,Action,Stealth,World War II,Third-Person Shooter,Singleplayer,Shooter,Multiplayer,Third Person,FPS,War,Classic,Co-op,Masterpiece,Tactical",,,,Mostly Positive,1356.0,76.0,0.5
755630,Drake of the 99 Dragons,35000.0,6.99,0,True,False,False,0,0,0,0,0,0,0,0,Idol FX,Majesco Entertainment,Action,"Action,Third-Person Shooter,Memes,Psychological Horror,Shooter",True,2018,single,"Action,Psychological Horror,Memes,Third-Person Shooter",,,,Mixed,29.0,62.0,0.14
3960,Shattered Union,35000.0,4.99,0,True,False,False,67,0,0,120,14,0,14,0,PopTop,2K,Strategy,"Strategy,Turn-Based Strategy",True,2006,single/multi,"Strategy,Turn-Based Strategy",,,,Mixed,77.0,42.0,0.08
12810,Overlord II,1500000.0,9.99,0,True,False,False,79,0,0,3087,485,0,215,0,Triumph Studios,"Codemasters,Electronic Arts",RPG,"RPG,Villain Protagonist,Fantasy,Singleplayer,Funny,Comedy,Third Person,Action,Magic,Adventure,Dark Humor,Strategy,Action RPG,Open World,Dark Fantasy,Action-Adventure,Puzzle,Multiplayer,Atmospheric,RTS",True,2009,single,"RPG,Villain Protagonist,Fantasy,Singleplayer,Funny,Comedy,Third Person,Action,Magic,Adventure,Action RPG,Strategy,Dark Humor,Open World,Action-Adventure,Dark Fantasy,Masterpiece,Atmospheric,Multiplayer,Puzzle",Mostly Positive,14.0,78.0,Very Positive,1963.0,87.0,0.67
214340,Deponia,1500000.0,0.99,2,True,True,True,74,0,19,8247,335,41,261,41,Daedalic Entertainment,Daedalic Entertainment,"Adventure,Indie","Adventure,Point & Click,Comedy,Puzzle,Singleplayer,Funny,Indie,Story Rich,2D,Dark Humor,Great Soundtrack,Hand-drawn,Escape Room,Steampunk,Classic,Retro,Sci-fi,Dystopian,Cult Classic,Hidden Object",True,2012,single,"Adventure,Point & Click,Comedy,Puzzle,Singleplayer,Indie,Funny,Dark Humor,Story Rich,Hand-drawn,Steampunk,2D,Sci-fi,Dystopian,Atmospheric,Masterpiece,Great Soundtrack,Hidden Object,Difficult,Romance",Very Positive,34.0,85.0,Very Positive,6127.0,89.0,0.15
606710,Sphinx and the Cursed Mummy,75000.0,14.99,2,True,True,True,0,0,34,377,1023,0,1023,0,"Eurocom,THQ Nordic",THQ Nordic,"Adventure,RPG","Adventure,RPG,Singleplayer,Mythology,Third Person,Classic,3D Platformer,Action-Adventure,Puzzle-Platformer,Great Soundtrack,Cartoony,Cult Classic,Colorful,Moddable,Level Editor,Open World,Platformer",True,2017,single,"Adventure,RPG,Singleplayer,Third Person,Classic,Mythology,Great Soundtrack,Action-Adventure,3D Platformer,Puzzle-Platformer,Cartoony,Colorful,Cult Classic,Moddable,Level Editor",,,,Very Positive,156.0,92.0,0.8300000000000001
313810,Legend of Kay Anniversary,35000.0,19.99,0,True,True,False,64,0,25,200,401,0,401,0,"KAIKO,Neon Studios",THQ Nordic,"Action,Adventure,RPG","Adventure,RPG,Action,3D Platformer,Platformer,Remake,Action-Adventure,Martial Arts,Great Soundtrack,Singleplayer,Action RPG,Cult Classic,Classic,Atmospheric",True,2015,single,"RPG,Adventure,Action,3D Platformer,Platformer,Remake,Action-Adventure,Martial Arts,Singleplayer,Great Soundtrack,Cult Classic,Action RPG,Classic,Atmospheric",,,,Mostly Positive,137.0,70.0,0.05
