appid,name,estimated_owners,price,dlc_count,windows,mac,linux,metacritic_score,user_score,achievements,recommendations,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks,developers,publishers,genres,tags,single_player,release_year,players,popular_tags,recent_sentiment,recent_review_number,recent_positive_percentage,all_sentiment,all_review_number,all_positive_percentage,global_sales
61700,Might & Magic: Clash of Heroes,350000.0,9.99,1,True,False,False,76,0,14,1562,621,0,507,0,Capybara Games,Ubisoft,"RPG,Strategy","Strategy,Puzzle,RPG,Turn-Based,Match 3,Multiplayer,Singleplayer,Fantasy,Tactical,Anime,Casual,Adventure,Co-op,2D,Local Multiplayer,Female Protagonist,Magic,Turn-Based Strategy,Turn-Based Tactics,Point & Click",True,2011,single/multi,"Strategy,Puzzle,RPG,Turn-Based,Match 3,Fantasy,Multiplayer,Singleplayer,Tactical,Anime,Casual,Adventure,Co-op,2D,Local Multiplayer,Female Protagonist",,,,Very Positive,944.0,88.0,0.18
201490,Airline Tycoon 2,75000.0,9.99,2,True,False,False,57,0,0,354,41,0,41,0,b-Alive,Kalypso Media Digital,"Simulation,Strategy","Simulation,Strategy,Economy,Management",True,2011,single,"Simulation,Strategy,Economy,Management",,,,Very Negative,288.0,17.0,0.05
37000,The Void,150000.0,9.99,0,True,False,False,77,0,0,755,239,0,185,0,Ice-Pick Lodge,Ice-Pick Lodge,"Action,Adventure","Surreal,Nudity,Adventure,Dark,Survival,Atmospheric,First-Person,Difficult,Horror,Singleplayer,Story Rich,Action,Indie,Mature,Resource Management,Strategy,Dark Fantasy,Soundtrack,Open World,Great Soundtrack",True,2009,single,"Surreal,Nudity,Adventure,Dark,Survival,First-Person,Atmospheric,Difficult,Masterpiece,Horror,Singleplayer,Story Rich,Action,Indie,Mature,Resource Management,Strategy,Soundtrack,Dark Fantasy,Open World",Mixed,18.0,61.0,Very Positive,577.0,81.0,0.03
22300,Fallout 3,750000.0,9.99,6,True,False,False,91,0,0,14263,702,0,308,0,Bethesda Game Studios,Bethesda Softworks,RPG,"Open World,Post-apocalyptic,RPG,Singleplayer,Exploration,First-Person,Sci-fi,Adventure,Moddable,Action,Atmospheric,FPS,Shooter,Character Customization,Third Person,Story Rich,Sandbox,Action RPG,Horror,Female Protagonist",True,2008,single,"Open World,Post-apocalyptic,RPG,Singleplayer,Exploration,First-Person,Sci-fi,Action,Adventure,Moddable,Atmospheric,FPS,Shooter,Masterpiece,Third Person,Character Customization,Story Rich,Sandbox,Action RPG,Horror",Mixed,82.0,65.0,Mostly Positive,10799.0,77.0,9.87
12200,Bully: Scholarship Edition,1500000.0,5.24,0,True,False,False,72,0,0,19581,366,97,113,97,Rockstar New England,Rockstar Games,"Action,Adventure","Open World,Action,Adventure,Third Person,Comedy,Singleplayer,Great Soundtrack,Funny,Classic,Dark Humor,Sandbox,Satire,Story Rich,Atmospheric,Exploration,Simulation,Mature,Controller,Multiplayer,RPG",True,2008,single,"Open World,Action,Adventure,Third Person,Comedy,Singleplayer,Great Soundtrack,Funny,Classic,Sandbox,Dark Humor,Satire,Story Rich,Atmospheric,Exploration,Masterpiece,Simulation,Mature,Multiplayer,Controller",Mostly Positive,72.0,73.0,Very Positive,8439.0,82.0,1.59
446800,Transport Fever,750000.0,29.99,0,True,True,True,71,0,53,8742,4773,0,3930,0,Urban Games,Good Shepherd Entertainment,Simulation,"Simulation,Management,Economy,Trains,Strategy,Building,Sandbox,Singleplayer,City Builder,Open World,Moddable,Realistic,Transportation,Resource Management,Flight,Indie,Driving,Relaxing,Adventure,Multiplayer",True,2016,single,"Simulation,Management,Trains,Economy,Strategy,Building,Singleplayer,Sandbox,City Builder,Open World,Moddable,Realistic,Resource Management,Transportation,Driving,Indie,Flight,Relaxing,Adventure,Multiplayer",Very Positive,54.0,83.0,Mostly Positive,5027.0,76.0,0.05
408250,Eagle Flight,35000.0,19.99,0,True,False,False,74,0,35,305,182,0,259,0,Ubisoft Montreal Studio,Ubisoft,"Action,Simulation","Simulation,Action,VR,Flight,Multiplayer,Open World,VR Only",True,2016,single/multi,"Simulation,Action,VR,Flight",,,,Mixed,232.0,63.0,0.11
364840,N2O: Nitrous Oxide,10000.0,4.99,0,True,False,False,0,0,10,0,194,0,194,0,Urbanscan,Console Classics,"Action,Racing","Action,Racing,Classic,Great Soundtrack",True,2015,single,"Action,Racing,Great Soundtrack,Classic",,,,Positive,23.0,86.0,0.16
205610,Port Royale 3,350000.0,14.99,3,True,False,False,0,0,64,959,540,0,396,0,Gaming Minds Studios,Kalypso Media Digital,"Action,Simulation,Strategy","Strategy,Trading,Simulation,Economy,Pirates,Management,Naval,Action,Historical,Open World,Naval Combat,Sailing,Singleplayer,Adventure",True,2012,single/multi,"Strategy,Trading,Simulation,Economy,Pirates,Management,Naval,Action,Historical,Open World,Sailing,Singleplayer,Adventure",,,,Mixed,557.0,67.0,0.29
263300,BlazBlue: Calamity Trigger,350000.0,1.49,0,True,False,False,0,0,0,2350,179,0,161,0,Arc System Works,"H2 Interactive Co., Ltd.",Action,"Fighting,Anime,2D Fighter,Arcade,Great Soundtrack,2D,Action,Local Multiplayer,Beat 'em up,Singleplayer,Local Co-Op,Multiplayer,Story Rich,Cute,Controller,Competitive,Fantasy,Fast-Paced,Pixel Graphics,Comedy",True,2014,single/multi,"Fighting,Anime,2D Fighter,Arcade,Great Soundtrack,2D,Action,Local Multiplayer,Beat 'em up,Singleplayer,Local Co-Op,Story Rich,Multiplayer,Cute,Fantasy,Masterpiece,Comedy,Controller,Pixel Graphics",,,,Very Positive,1733.0,85.0,0.94
275570,Summoner,75000.0,4.99,0,True,False,False,78,0,0,337,204,0,395,0,Volition,THQ Nordic,"Action,RPG","RPG,Action,Fantasy,Singleplayer,Action RPG,Classic,Story Rich,Adventure,Open World,Retro,Third Person",True,2014,single,"RPG,Action,Fantasy,Singleplayer,Action RPG,Classic,Story Rich,Adventure,Open World,Retro",,,,Very Positive,224.0,83.0,0.51
234630,Project CARS,1500000.0,14.99,12,True,False,False,83,0,45,8528,1068,0,342,0,Slightly Mad Studios,"Codemasters,Slightly Mad Studios,Electronic Arts","Racing,Simulation,Sports","Racing,Simulation,Automobile Sim,Driving,Multiplayer,Realistic,Sports,Singleplayer,Physics,VR,Atmospheric,First-Person,Controller,Action,Open World,Third Person,Co-op,Arcade,TrackIR,Indie",True,2015,single/multi,"Racing,Simulation,Driving,Realistic,Multiplayer,Sports,Singleplayer,Physics,Atmospheric,VR,First-Person,Action,Controller,Open World,Third Person,Co-op,Arcade,TrackIR,Masterpiece,Indie",Mostly Positive,11.0,72.0,Mostly Positive,6973.0,74.0,1.5499999999999998
20530,Red Faction,750000.0,9.99,0,True,False,False,78,0,0,1791,162,0,123,0,Volition,Deep Silver,Action,"Action,FPS,Destruction,Sci-fi,Mars,Classic,Singleplayer,Shooter,First-Person,Multiplayer,Adventure,Great Soundtrack,Atmospheric",True,2009,single/multi,"Action,FPS,Destruction,Sci-fi,Classic,Mars,Singleplayer,Shooter,First-Person,Multiplayer,Masterpiece,Atmospheric,Adventure,Great Soundtrack",Very Positive,11.0,90.0,Very Positive,1225.0,88.0,1.92
12360,FlatOut: Ultimate Carnage,350000.0,7.99,0,True,False,False,79,0,0,3456,477,1,181,1,Bugbear Entertainment,Strategy First,Racing,"Combat Racing,Racing,Destruction,Automobile Sim,Multiplayer,Arcade,Action,Soundtrack,Driving,Vehicular Combat,Physics,Great Soundtrack,Singleplayer,Classic",True,2008,single/multi,"Racing,Destruction,Multiplayer,Arcade,Action,Masterpiece,Soundtrack,Great Soundtrack,Driving,Physics,Singleplayer",Very Positive,18.0,88.0,Very Positive,2080.0,82.0,0.12
223280,Cut the Rope,10000.0,4.99,0,True,False,False,0,0,0,135,0,0,0,0,Zeptolab UK Limited,Zeptolab UK Limited,"Indie,Casual","Indie,Casual,Puzzle,Touch-Friendly",True,2013,single,"Indie,Casual,Touch-Friendly,Puzzle",,,,Very Positive,52.0,90.0,0.07
377860,Mushihimesama,75000.0,19.99,4,True,False,False,86,0,50,1045,258,0,249,0,"CAVE Interactive CO.,LTD.",Komodo,Action,"Bullet Hell,Shoot 'Em Up,Arcade,Action,Great Soundtrack,Anime,Difficult,Female Protagonist,2D,Classic,Singleplayer,Shooter",True,2015,single/multi,"Bullet Hell,Shoot 'Em Up,Arcade,Great Soundtrack,Action,Anime,Female Protagonist,Difficult,2D,Singleplayer,Classic,Shooter",,,,Overwhelmingly Positive,751.0,97.0,0.02
367550,Rugby League Team Manager 2015,10000.0,4.99,0,True,False,False,0,0,0,0,0,0,0,0,Alternative Software Ltd,Alternative Software Ltd,"Action,Casual,Simulation,Sports,Strategy","Rugby,Strategy,Action,Casual,Management,Singleplayer,Tactical,Sports,Simulation",True,2015,single,"Strategy,Action,Casual,Management,Singleplayer,Tactical,Sports,Simulation",,,,Mixed,38.0,65.0,0.02
48700,Mount & Blade: Warband,3500000.0,19.99,2,True,True,True,78,0,80,111835,6334,593,1931,364,TaleWorlds Entertainment,TaleWorlds Entertainment,"Action,RPG","Medieval,RPG,Open World,Strategy,Sandbox,Multiplayer,Action,Moddable,Military,Adventure,Horses,Singleplayer,Realistic,First-Person,Historical,Third Person,Simulation,Hack and Slash,Fantasy,Indie",True,2010,single/multi,"Medieval,RPG,Open World,Strategy,Sandbox,Action,Multiplayer,Moddable,Military,Adventure,Horses,Realistic,Singleplayer,First-Person,Historical,Third Person,Hack and Slash,Simulation,Fantasy,Indie",Overwhelmingly Positive,475.0,96.0,Overwhelmingly Positive,59100.0,97.0,0.02
480490,Prey,1500000.0,29.99,1,True,False,False,0,0,58,26216,1133,635,646,635,Arkane Studios,Bethesda Softworks,"Action,Adventure","Sci-fi,Space,Immersive Sim,Atmospheric,Singleplayer,Horror,FPS,First-Person,Story Rich,Action,Exploration,Aliens,Futuristic,Survival Horror,Stealth,Adventure,Psychological Horror,Open World,RPG,Great Soundtrack",True,2017,single,"Sci-fi,Space,Atmospheric,Singleplayer,FPS,Horror,Action,First-Person,Story Rich,Exploration,Aliens,Futuristic,Adventure,Open World,Survival Horror,Stealth,RPG,Psychological Horror,Great Soundtrack,Immersive Sim",Very Positive,149.0,85.0,Very Positive,11786.0,88.0,0.35
227300,Euro Truck Simulator 2,15000000.0,19.99,79,True,True,True,79,0,81,430887,6446,316,1748,116,SCS Software,SCS Software,"Indie,Simulation","Transportation,Driving,Simulation,Open World,Automobile Sim,Realistic,Moddable,Relaxing,Immersive Sim,Exploration,Economy,Management,Atmospheric,Multiplayer,Controller,Third Person,Family Friendly,Adventure,Casual,Indie",True,2012,single/multi,"Simulation,Driving,Open World,Realistic,Relaxing,Singleplayer,Moddable,Exploration,First-Person,Economy,Atmospheric,Adventure,Management,Indie,Casual,TrackIR,Racing,Sandbox,Action,RPG",Very Positive,2036.0,93.0,Overwhelmingly Positive,132814.0,96.0,0.13
57690,Tropico 4,3500000.0,14.99,11,True,False,False,78,0,70,7511,590,0,165,0,Haemimont Games,Kalypso Media Digital,"Simulation,Strategy","City Builder,Simulation,Strategy,Management,Comedy,Sandbox,Singleplayer,Great Soundtrack,Economy,Real-Time with Pause,Politics,Building,Resource Management,Political,Funny,Cold War,RTS,Atmospheric,God Game,Capitalism",True,2011,single,"City Builder,Simulation,Strategy,Management,Comedy,Sandbox,Singleplayer,Great Soundtrack,Economy,Real-Time with Pause,Politics,Building,Resource Management,Political,Funny,Cold War,RTS,Atmospheric,God Game,Capitalism",Very Positive,25.0,84.0,Very Positive,6195.0,91.0,0.97
63940,Men of War: Vietnam,350000.0,7.99,1,True,False,False,68,0,22,822,205,0,233,0,Fulqrum Publishing,Fulqrum Publishing,Strategy,"Strategy,War,Tactical,RTS,Historical,Co-op,Real Time Tactics,Singleplayer,Action,Multiplayer,Military,Cold War,FPS",True,2011,single/multi,"Strategy,RTS,War,Tactical,Real Time Tactics,Historical,Co-op,Singleplayer,Action,Multiplayer,Military,Cold War,FPS",,,,Mixed,533.0,60.0,0.04
40340,Secret Files 2: Puritas Cordis,35000.0,9.99,0,True,False,False,64,0,0,125,715,0,715,0,Animation Arts,Ravenscourt,Adventure,"Adventure,Point & Click,Female Protagonist",True,2009,single,"Adventure,Point & Click,Female Protagonist",,,,Mostly Positive,69.0,76.0,0.08
261570,Ori and the Blind Forest,1500000.0,0.0,0,True,False,False,88,0,50,41526,467,0,345,0,Moon Studios GmbH,Xbox Game Studios,Action,"Great Soundtrack,Atmospheric,Platformer,Adventure,Story Rich,Metroidvania,Fantasy,Cute,2D,Singleplayer,Difficult,Action,Indie,Puzzle-Platformer,Puzzle,Exploration,Side Scroller,Open World,Family Friendly,RPG",True,2015,single,"Great Soundtrack,Atmospheric,Platformer,Adventure,Story Rich,Fantasy,Cute,2D,Metroidvania,Singleplayer,Difficult,Action,Indie,Puzzle,Exploration,Side Scroller,Family Friendly,Open World,RPG,2.5D",Very Positive,106.0,89.0,Overwhelmingly Positive,24439.0,96.0,0.01
4520,Full Spectrum Warrior,75000.0,9.99,0,True,False,False,80,0,0,201,7,0,7,0,Pandemic Studios,THQ Nordic,"Action,Strategy","Strategy,Action,Tactical,Military,Simulation,Singleplayer,Real Time Tactics",True,2007,single/multi,"Strategy,Action,Tactical,Military,Singleplayer,Simulation",,,,Mixed,143.0,64.0,1.76
249870,Scribblenauts Unmasked: A DC Comics Adventure,350000.0,19.99,0,True,False,False,68,0,40,1671,439,0,549,0,5th Cell Media,Warner Bros. Interactive Entertainment,"Action,Adventure,Casual,Strategy","Adventure,Superhero,Action,Casual,Sandbox,Strategy,Comic Book,Singleplayer,Puzzle,Family Friendly,Funny,2D,Open World,Fantasy,Multiplayer,Comedy,Co-op,Platformer,Free to Play",True,2013,single,"Adventure,Superhero,Action,Casual,Batman,Sandbox,Comic Book,Strategy,Singleplayer,Puzzle,Funny,Family Friendly,2D,Open World,Fantasy,Multiplayer,Co-op,Comedy,Platformer",,,,Very Positive,1290.0,80.0,0.2
96000,The Tiny Bang Story,7500000.0,4.99,0,True,True,True,63,0,0,3279,306,359,306,359,Colibri Games,Colibri Games,"Adventure,Casual,Indie","Point & Click,Puzzle,Hand-drawn,Steampunk,Retro,Atmospheric,2D,Story Rich,Casual,Family Friendly,Cute,Surreal,Stylized,Adventure,Singleplayer,Hidden Object,Indie,Minigames,Logic,Relaxing",True,2011,single,"Puzzle,Hand-drawn,Point & Click,Hidden Object,Casual,Adventure,Indie,Relaxing,Atmospheric,Short,Singleplayer,2D,Touch-Friendly,Cartoony,Cute,Great Soundtrack,Story Rich,Mystery,Funny,Comedy",Mixed,13.0,61.0,Very Positive,2479.0,88.0,0.01
307780,Mortal Kombat X,3500000.0,19.99,23,True,False,False,84,0,73,29640,1352,137,536,210,"NetherRealm Studios,QLOC",Warner Bros. Interactive Entertainment,Action,"Fighting,Gore,Action,Violent,Multiplayer,Blood,Mature,Local Multiplayer,2D Fighter,Competitive,Atmospheric,Singleplayer,Arcade,Great Soundtrack,2.5D,Online Co-Op,Fantasy,Third Person,Horror,Female Protagonist",True,2015,single/multi,"Fighting,Gore,Action,Violent,Multiplayer,Blood,Mature,Competitive,Local Multiplayer,2D Fighter,Atmospheric,Singleplayer,Arcade,Great Soundtrack,2.5D,Online Co-Op,Fantasy,Third Person,Masterpiece,Horror",Very Positive,125.0,93.0,Mostly Positive,15835.0,77.0,4.34
296180,Iron Storm,75000.0,0.53,0,True,False,False,69,0,0,0,0,0,0,0,Microids,Microids,"Action,Adventure,Indie","Action,Adventure,Indie,FPS,Alternate History,Shooter,World War I,First-Person",True,2014,single/multi,"Action,Adventure,Indie,FPS,Alternate History,World War I,Shooter",,,,Mostly Positive,44.0,72.0,0.34
70640,Worms,150000.0,7.99,0,True,False,False,0,0,0,333,8,0,7,0,Team17 Digital Ltd,Team17 Digital Ltd,Strategy,"Strategy,Classic,Turn-Based Strategy,Multiplayer,2D,Retro,Action,Turn-Based,Singleplayer,Pixel Graphics,Arcade,Funny,1990's",True,2011,single/multi,"Strategy,Classic,Turn-Based Strategy,Multiplayer,2D,Action,Retro,Singleplayer,Turn-Based,Arcade,Pixel Graphics,Funny,1990's",,,,Very Positive,226.0,85.0,0.04
269710,Tumblestone,150000.0,2.49,0,True,True,True,91,0,28,126,495,0,490,0,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,"Action,Casual,Indie,Strategy","Indie,Casual,Action,Strategy,Puzzle,Match 3,Local Multiplayer,Singleplayer,4 Player Local,Arcade,Local Co-Op,Co-op,2D,Competitive,Split Screen,Family Friendly,Multiplayer,Relaxing,Hand-drawn,Controller",True,2016,single/multi,"Indie,Casual,Action,Strategy,Puzzle,Match 3,Local Multiplayer,4 Player Local,Singleplayer,Co-op,Local Co-Op,Arcade,2D,Competitive,Relaxing,Cartoon,Split Screen,Story Rich,Family Friendly,Controller",,,,Very Positive,73.0,93.0,0.02
964040,Snood,75000.0,0.0,0,True,True,False,0,0,0,0,0,0,0,0,"Snood, LLC","Snood, LLC","Casual,Free to Play,Indie","Free to Play,Casual,Indie,Puzzle",True,2018,single,"Free to Play,Casual,Indie",,,,Mixed,35.0,62.0,0.13
24840,Medal of Honor: Airborne,350000.0,0.0,0,True,False,False,78,0,0,4110,305,0,330,0,EA Los Angeles,Electronic Arts,Action,"Action,World War II,FPS,Multiplayer,Singleplayer,War,Shooter,Military,First-Person,Historical,Classic,Atmospheric,Open World,Controller,Great Soundtrack,Story Rich",True,2009,single/multi,"Action,World War II,FPS,Shooter,War,Multiplayer,Singleplayer,First-Person,Military,Historical,Atmospheric,Classic,Masterpiece,Open World,Great Soundtrack",Mostly Positive,19.0,78.0,Mostly Positive,1989.0,78.0,2.36
12110,Grand Theft Auto: Vice City,3500000.0,0.0,0,True,False,False,94,0,0,22971,496,40,94,40,Rockstar Games,Rockstar Games,Action,"Open World,Action,Automobile Sim,1980s,Classic,Great Soundtrack,Crime,Third Person,Singleplayer,Sandbox,Driving,Atmospheric,Third-Person Shooter,Violent,Shooter,Adventure,Mature,Music,Funny,Multiplayer",True,2008,single,"Open World,Action,1980s,Classic,Great Soundtrack,Third Person,Crime,Singleplayer,Sandbox,Driving,Atmospheric,Third-Person Shooter,Shooter,Adventure,Violent,Masterpiece,Mature,Music,Multiplayer,Funny",Very Positive,104.0,90.0,Very Positive,8542.0,91.0,16.189999999999998
47700,Command & Conquer 4: Tiberian Twilight,350000.0,0.0,0,True,False,False,64,0,0,2971,122,0,84,0,EA Los Angeles,Electronic Arts,Strategy,"Strategy,RTS,Multiplayer,Sci-fi,Co-op,FMV,Psychological Horror,Base-Building",True,2010,single/multi,"Strategy,RTS,Multiplayer,Sci-fi,Co-op,FMV",Very Negative,27.0,18.0,Overwhelmingly Negative,1997.0,17.0,0.02
17300,Crysis,1500000.0,29.99,0,True,False,False,91,0,0,11466,362,2,211,2,Crytek,Electronic Arts,Action,"FPS,Action,Sci-fi,Singleplayer,Shooter,Stealth,Open World,Aliens,First-Person,Benchmark,Multiplayer,Futuristic,Atmospheric,Adventure,Story Rich,Classic,Destruction,Sandbox,Great Soundtrack,Moddable",True,2008,single,"FPS,Action,Sci-fi,Singleplayer,Shooter,Stealth,Open World,Aliens,First-Person,Benchmark,Multiplayer,Futuristic,Masterpiece,Adventure,Atmospheric,Story Rich,Classic,Destruction,Sandbox,Great Soundtrack",Mixed,57.0,66.0,Very Positive,6801.0,82.0,0.71
37010,Ninja Blade,35000.0,0.0,0,True,False,False,61,0,0,260,0,0,0,0,FromSoftware,"ND Games,bitComposer Games",Action,"Action,Hack and Slash,Ninja,Quick-Time Events,Character Action Game",True,2009,single,"Action,Hack and Slash,Ninja,Quick-Time Events",,,,Mixed,174.0,61.0,0.33
12100,Grand Theft Auto III,3500000.0,0.0,0,True,False,False,93,0,0,10569,590,0,90,0,Rockstar Games,Rockstar Games,Action,"Open World,Action,Automobile Sim,Classic,Third Person,Crime,Singleplayer,Driving,Sandbox,Shooter,Third-Person Shooter,Great Soundtrack,Violent,Adventure,Atmospheric,Silent Protagonist,Mature,Story Rich,Moddable,Multiplayer",True,2008,single,"Open World,Action,Classic,Third Person,Singleplayer,Crime,Sandbox,Driving,Shooter,Third-Person Shooter,Great Soundtrack,Adventure,Violent,Atmospheric,Silent Protagonist,Mature,Masterpiece,Story Rich,Multiplayer,Moddable",Very Positive,54.0,81.0,Very Positive,4209.0,85.0,13.11
385760,NBA 2K17,750000.0,0.0,0,True,False,False,90,0,49,6025,8381,52,3769,52,Visual Concepts,2K,Sports,"Basketball,Sports,Multiplayer,Simulation,Singleplayer,Realistic,Action,Character Customization,Family Friendly,Great Soundtrack,Controller,Gambling,Free to Play,Nudity",True,2016,single/multi,"Basketball,Sports,Multiplayer,Simulation,Singleplayer,Realistic,Action,Character Customization,Family Friendly,Great Soundtrack,Controller,RPG",,,,Mixed,5649.0,51.0,4.13
226580,F1 2014,350000.0,0.0,0,True,False,False,61,0,49,2079,1471,0,805,0,Codemasters,"Codemasters,Electronic Arts","Racing,Sports","Racing,Automobile Sim,Sports,Simulation,Multiplayer,Driving,Singleplayer,Co-op,Arcade,Realistic,Split Screen",True,2014,single/multi,"Racing,Sports,Simulation,Multiplayer,Singleplayer,Driving,Co-op,Arcade,Realistic",,,,Mostly Positive,861.0,77.0,0.74
286570,F1 2015,3500000.0,0.0,0,True,False,True,61,0,45,1280,332,0,349,0,"Codemasters,Feral Interactive (Linux)","Codemasters,Feral Interactive (Linux)","Racing,Sports","Racing,Automobile Sim,Sports,Simulation,Driving,Multiplayer,Realistic,Singleplayer,Co-op,Action,First-Person,Controller",True,2015,single/multi,"Racing,Sports,Simulation,Driving,Multiplayer,Realistic,Singleplayer,Co-op,Action,First-Person",,,,Mixed,1033.0,45.0,0.98
860190,Vietcong,10000.0,0.0,0,True,False,False,74,0,0,0,0,0,0,0,Studio-Space RA,Studio-Space RA,"Action,Early Access","Action,Early Access,Survival",True,2018,single,"Early Access,Action,Early Access,Survival",,,,Negative,21.0,4.0,0.02
510510,WWE 2K17,350000.0,0.0,0,True,False,False,61,0,59,1047,1620,0,1907,0,"Visual Concepts,Yuke's Co., LTD",2K,"Simulation,Sports","Sports,Wrestling,Simulation,Multiplayer,Fighting,Action,Violent,Character Customization,Singleplayer,Sexual Content,Memes",True,2017,single/multi,"Sports,Wrestling,Simulation,Violent,Multiplayer,Fighting,Action,Singleplayer,Character Customization",,,,Mixed,920.0,60.0,1.59
